id,title,type,ref,area
5115,"Новопавлівка (Запорізька обл., Оріхівський р-н)",4,139e458f-e5e0-11e9-b48a-005056b24375,8
5117,Новопавлівка (Одеська обл.),4,03a68a24-4694-11ea-b89e-0025b501a04b,15
5118,Новопавлівка(Межівський р-н),4,9261c077-1bee-11e5-add9-005056887b8d,4
5119,Новопетриківка,4,67209448-cb8c-11e3-95eb-0050568046cd,5
5120,Новопетрівка (Бердянський р-н),4,66ee2bfd-f232-11e8-ad0d-005056b24375,8
5121,Новопетрівка (Запорізька обл.),4,1f443beb-29bf-11eb-80fb-b8830365bd04,8
5122,Новопетрівка (Кіровоградська обл.),4,1f74e99a-9e43-11e9-898c-005056b24375,11
5123,Новопетрівка (Кіровоградський р-н),4,782e6995-77ae-11ec-80fb-b8830365bd04,11
5124,Новопетрівка (Миколаївська обл.),4,1ffc73a2-cf41-11e9-b0c5-005056b24375,14
5125,Новопетрівка (Одеська обл.),4,d4f405b6-64d0-11e9-898c-005056b24375,15
5126,Новопетрівське,4,1ffc73b7-cf41-11e9-b0c5-005056b24375,14
5127,Новопилипівка,4,51b21620-9284-11e9-898c-005056b24375,8
5130,Новопокровка (Харківська обл.),2,e295efe0-59e9-11e4-acce-0050568002cf,20
5131,Новопокровка (Херсонська обл.),4,e0a7b3ab-b7a5-11e9-8c22-005056b24375,21
5132,Новополтавка,4,b5ee7564-64ca-11e9-898c-005056b24375,14
5133,Новополтавка (Запорізька обл.),4,be16f5c6-0c92-11ea-8c15-0025b502a06e,8
5134,Новополь,4,88869c2a-1a19-11eb-80fb-b8830365bd04,15
5135,Новопрокопівка,4,cf4bf9b8-4699-11ea-b89e-0025b501a04b,8
5136,Новопсков,2,f7062348-4078-11de-b509-001d92f78698,12
5128,Новопідгородне,4,096707be-1777-11eb-80fb-b8830365bd04,4
5129,Новопідкряж,4,b5d484d8-b7a9-11e9-8c22-005056b24375,4
5137,Новорайськ,4,6febdcf4-8876-11e9-898c-005056b24375,21
5140,Новорозсош,4,e87e419e-9e3e-11e9-898c-005056b24375,12
5139,Новорозівка,4,b23f6141-4651-11ec-80fb-b8830365bd04,8
5141,Новоросійське,4,17309288-0fe0-11eb-80fb-b8830365bd04,21
5138,Новорічиця,4,66adfc23-de3c-11ea-80fb-b8830365bd04,17
5142,Новосамарка,4,3a9b487d-cf3b-11e9-b0c5-005056b24375,15
5143,Новосвітлівка,4,864c4f59-928b-11e9-898c-005056b24375,14
5144,Новоселидівка (Донецька обл.),4,41eab52e-c775-11ea-a970-b8830365ade4,5
5145,Новоселиця,4,e4411158-07e0-11eb-80fb-b8830365bd04,7
5149,Новоселиця (Івано-Франківська обл.),4,527f00fd-cf24-11e9-b0c5-005056b24375,9
5146,Новоселиця (Виноградівський р-н),4,31e1520f-229f-11ec-80fb-b8830365bd04,7
5147,Новоселиця (Долинський р-н),4,f2dcd8f7-4f17-11ea-b89e-0025b501a04b,9
5148,Новоселиця (Закарпатська обл.),4,be791788-e685-11e9-b48a-005056b24375,7
5150,Новоселиця (Кельменецький р-н),4,643bd362-e5ef-11e9-b48a-005056b24375,24
5151,"Новоселиця (Попільнянський р-н., Житомирська обл.)",4,89a07e2e-dd9c-11eb-80fb-b8830365bd04,6
5152,"Новоселиця (Тячівський р-н., Закарпатська обл.)",4,3322f263-de44-11ea-80fb-b8830365bd04,7
5153,Новоселиця (Хмельницька обл.),4,0268c2b7-e66f-11e9-b48a-005056b24375,22
5154,Новоселиця (Черкаська обл.),4,063f1672-f91e-11ea-80fb-b8830365bd04,23
5155,Новоселиця (Чернівецька обл.),1,12058c59-02c2-11de-9570-001d92f78697,24
5156,Новоселівка,4,971d3aa6-76f7-11e9-898c-005056b24375,15
5157,Новоселівка (Ананьївський р-н),4,ab542942-bafd-11ea-a970-b8830365ade4,15
5158,Новоселівка (Арбузинський р-н),4,993c7717-18ca-11ed-a361-48df37b92096,14
5159,Новоселівка (Березівський р-н),4,7c84d3f3-b7a5-11e9-8c22-005056b24375,15
5160,Новоселівка (Вінницька обл.),4,20796a84-7d68-11e9-898c-005056b24375,2
5161,Новоселівка (Вітовський р-н),4,65de7747-5f64-11ec-80fb-b8830365bd04,14
5162,Новоселівка (Дніпропетровська обл.),4,39e7cfe6-390a-11e9-acea-005056b24375,4
5163,Новоселівка (Донецька обл.),4,344f8ffd-e676-11e9-b48a-005056b24375,5
5165,Новоселівка (Красноградський р-н),4,e78c5786-18c8-11ed-a361-48df37b92096,20
5164,Новоселівка (Кілійський р-н),4,3ade9b12-964b-11e9-898c-005056b24375,15
5166,Новоселівка (Млинівський р-н),4,36920b18-dcc5-11ec-a361-48df37b92096,17
5167,"Новоселівка (Олександрійський р-н., Кіров. обл.)",4,6eaefc0f-1a1c-11eb-80fb-b8830365bd04,11
5168,Новоселівка (Оріхівський р-н.),4,7e72b1c3-4c84-11e9-acea-005056b24375,8
5169,"Новоселівка (Подільський р-н., Одеська обл.)",4,113db1fd-dd9d-11eb-80fb-b8830365bd04,15
5170,"Новоселівка (Пологівський р-н., Запорізька обл.)",4,c6721bb3-f1a7-11e9-91ff-0025b501a04b,8
5171,Новоселівка (Полтавська обл.),4,96c0284a-cf26-11e9-b0c5-005056b24375,16
5172,"Новоселівка (Слов'янський р-н, Донецька обл.)",4,ade782b7-feed-11e9-91ff-0025b501a04b,5
5173,Новоселівка (Харківська обл.),4,40708e3a-e68d-11e9-b48a-005056b24375,20
5174,Новоселівка (Ясинуватський р-н),4,7f7a356b-cc27-11ea-a970-b8830365ade4,5
5175,Новоселівка Перша,4,af7bdda7-07e2-11eb-80fb-b8830365bd04,5
5187,Новосолдатське,4,eb1f54d9-afdd-11ea-a970-b8830365ade4,8
5188,Новософіївка,4,08d062ea-e5e2-11e9-b48a-005056b24375,21
5189,Новостав,4,5a30f3db-6547-11ea-a970-b8830365ade4,19
5191,Новостав (Ізяславський р-н),4,c0be4836-1c6e-11ed-a361-48df37b92096,22
5190,Новостав (Волинська обл.),4,fd785beb-000a-11eb-80fb-b8830365bd04,3
5192,Новостав (Рівненський р-н),4,6841384c-bdfc-11eb-80fb-b8830365bd04,17
5193,Новоставці,4,40499173-65c0-11e9-898c-005056b24375,22
5194,Новостепанівка,4,a236264e-5f87-11ec-80fb-b8830365bd04,4
5195,Новостепнянське,4,914e667f-5a16-11ea-a970-b8830365ade4,8
5197,Новостроївка,4,558c546b-cde2-11eb-80fb-b8830365bd04,4
5198,Новостроївка (Деражнянський р-н),4,ce45771e-464a-11ec-80fb-b8830365bd04,22
5196,Новострільцівка,4,3bad2103-f407-11e9-91ff-0025b501a04b,12
5199,Новосуханівка,4,82c10b28-b7b7-11e9-8c22-005056b24375,18
5176,Новосілка,4,efbcb6a0-b399-11ed-a361-48df37b92096,13
5177,Новосілка (Підвочиський р-н.),4,5426f70e-e5e4-11e9-b48a-005056b24375,19
5178,Новосілка (Тернопільська обл.),4,a53e5bd6-fedc-11e9-91ff-0025b501a04b,19
5179,Новосілка (Тернопільський р-н),4,6977e54d-4627-11ec-80fb-b8830365bd04,19
5180,Новосілка (Хмельницька обл.),4,5cf307ab-960b-11eb-80fb-b8830365bd04,22
5181,Новосілки (Буський р-н),4,aca34194-b662-11ec-a361-48df37b92096,13
5182,Новосілки (Вишгородський р-н),4,e94c017a-9286-11e9-898c-005056b24375,10
5183,Новосілки (Рівненська обл.),4,e0aa672d-7301-11e9-898c-005056b24375,17
5184,Новосілки (Фастівський р-н),4,8dc013b0-d273-11e2-874c-d4ae527baec3,10
5185,Новосілки-Опарські,4,df55b400-e58e-11eb-80fb-b8830365bd04,13
5186,Новосільське (Ренінський р-н),4,96649cb9-5637-11e5-8d8d-005056887b8d,15
5200,Новотавричеське,4,40b17160-64d3-11e9-898c-005056b24375,8
5201,Новотроїцьке (Бердянський р-н),4,4f5a73d1-a0fb-11ea-a970-b8830365ade4,8
5202,"Новотроїцьке (Добропільський р-н., Донецька обл.)",4,e9f19c78-1a19-11eb-80fb-b8830365bd04,5
5203,Новотроїцьке (Донецька обл.),2,d9c2421e-89fd-11e5-b6f7-005056887b8d,5
5204,Новотроїцьке (Запорізька обл.),4,724cdba8-3607-11ea-b89e-0025b501a04b,8
5205,Новотроїцьке (Херсонська обл.),2,06f87932-4079-11de-b509-001d92f78698,21
5206,Новотягинка,4,85322bcb-7dd2-11eb-80fb-b8830365bd04,21
5207,Новоукраїнка,1,f706232a-4078-11de-b509-001d92f78698,11
5208,Новоукраїнка (Запорізька обл.),4,23a816c9-cf15-11e9-b0c5-005056b24375,8
5209,Новоукраїнка (Кам'янсько-Дніпровський р-н),4,f7f85af3-b547-11ea-a970-b8830365ade4,8
5210,"Новоукраїнка (Мар'їнський р-н., Донецька обл.)",4,2c49f212-39a1-11e9-acea-005056b24375,5
5211,Новоукраїнка (Миколаївська обл.),4,1f064892-5a1b-11ea-a970-b8830365ade4,14
5213,Новоукраїнка (Роздільнянський р-н),4,09aab134-4d40-11ec-80fb-b8830365bd04,15
5212,Новоукраїнка (Рівненська обл.),4,5fd44ad9-96cf-11ea-a970-b8830365ade4,17
5214,Новоукраїнка (Чорнобаївський р-н),4,2da68fe0-9e05-11eb-80fb-b8830365bd04,23
5215,Новоукраїнське,4,480d0380-3665-11ec-80fb-b8830365bd04,4
5216,Новоулянівка,4,97199c1f-3e47-11eb-80fb-b8830365bd04,11
5217,Новоуспенівка,4,9b27f205-29c0-11eb-80fb-b8830365bd04,8
5218,Новофастів,4,5af06dbc-be27-11eb-80fb-b8830365bd04,2
5219,Новофедорівка,4,eb23c19c-dae4-11e9-b48a-005056b24375,14
5220,Новофедорівка (Донецька обл.),4,bc6227ef-1776-11eb-80fb-b8830365bd04,5
5221,Новофедорівка (Херсонська обл.),4,ff5170ee-d314-11ea-a970-b8830365ade4,21
5222,"Новофедорівка (Чутівський р-н., Полт. обл.)",4,8db1db79-67d4-11eb-80fb-b8830365bd04,16
5223,Новошин,4,c71cb02d-b7bb-11e9-8c22-005056b24375,9
5224,Новошичі,4,c59581ae-34b7-11eb-80fb-b8830365bd04,13
5225,Новояворівськ,1,f5554065-5712-11e1-a283-0026b97ed48a,13
5226,Новояковлівка (Запорізька обл.),4,7ee5514f-de3a-11ea-80fb-b8830365bd04,8
5227,Новоянисоль,4,3a982227-76ef-11e9-898c-005056b24375,5
5052,Новоєгорівка,4,1b97d6e6-7d6c-11e9-898c-005056b24375,14
5053,Новоєгорівка (Кіровоградська обл.),4,2799c1a7-c33c-11e9-b0c5-005056b24375,11
5056,Новоіванівка (Запорізька обл.),4,eaae4ae2-0c92-11ea-8c15-0025b502a06e,8
5057,Новоіванівка (Миколаївська обл.),4,3aadedef-50f0-11ec-80fb-b8830365bd04,14
5058,Новоіванівське,4,a4bb37ee-0ce3-11ea-8c15-0025b502a06e,4
5059,Новоівницьке,4,bb69de87-4690-11ea-b89e-0025b501a04b,6
5060,Новоігорівка (Кіровоградська обл),4,a3e2f6c4-9743-11e9-898c-005056b24375,11
4982,Нові Безрадичі,4,435c1630-6544-11ea-a970-b8830365ade4,10
4983,Нові Березичі,4,6279feb0-64dd-11ed-a361-48df37b92096,3
4986,Нові Бросківці,4,2117a5df-887a-11e9-898c-005056b24375,24
4984,Нові Білокоровичі,2,097db0c0-0666-11e3-874c-d4ae527baec3,6
4985,Нові Білярі,4,fa75a5cd-8861-11e9-898c-005056b24375,15
4987,Нові Велідники,4,ed6f894f-f413-11e9-91ff-0025b501a04b,6
4988,Нові Вирки,4,5eb2491c-f425-11e9-91ff-0025b501a04b,18
4989,Нові Драчинці,4,4d853e60-3d74-11ed-a361-48df37b92096,24
4990,Нові Каплани,4,80a9906a-07e2-11eb-80fb-b8830365bd04,15
4991,Нові Кривотули,4,92e629ce-16d8-11ec-80fb-b8830365bd04,9
4992,Нові Озеряни,4,24c6c403-96d1-11ea-a970-b8830365ade4,6
4993,Нові Петликівці,4,e2d90be9-58fc-11ec-80fb-b8830365bd04,19
4994,Нові Петрівці,4,d1e11fc5-c68b-11e2-874c-d4ae527baec3,10
4995,Нові Санжари,2,7833e624-3b51-11de-913b-001d92f78698,16
4996,Нові Скоморохи,4,73b95c2e-8968-11ea-a970-b8830365ade4,9
4997,Нові Трояни,4,220a77ad-29c0-11eb-80fb-b8830365bd04,15
4998,Нові Червища,4,e560c9ed-dab5-11e9-b48a-005056b24375,3
4999,Нові Чобручі,4,1abda76c-1a31-11ed-a361-48df37b92096,15
5000,Нові Яриловичі,4,0fb906e6-58fd-11ec-80fb-b8830365bd04,25
5228,Норинськ,4,964731e0-76ef-11e9-898c-005056b24375,6
5229,Носачів,4,ea4d3570-fee0-11e9-91ff-0025b501a04b,23
5230,Носиківка,4,c33d7c50-9e05-11eb-80fb-b8830365bd04,2
5234,Носківці,4,3fc23a90-fee3-11e9-91ff-0025b501a04b,2
5231,Носів,4,68cbd2ba-29c6-11eb-80fb-b8830365bd04,19
5232,Носівка,1,06f8799e-4079-11de-b509-001d92f78698,25
5233,Носівці,4,2eeb28c8-cde3-11eb-80fb-b8830365bd04,2
5235,Нужель,4,757a27c1-43c8-11eb-80fb-b8830365bd04,3
5236,Нуйно,4,77cf44d8-a0f8-11ea-a970-b8830365ade4,3
5237,Нью-Йорк,2,730cd06c-c17e-11e3-9fa0-0050568002cf,5
4877,Нігин (Хмельницька обл.),4,7edd2aa0-de39-11ea-80fb-b8830365bd04,22
4878,Ніжиловичі,4,b7c4db4e-daa6-11e9-b48a-005056b24375,10
4879,Ніжин,1,76678793-8289-11dd-96a9-001d92f78698,25
4880,"Нікольське (Нікольський р-н., Донецька обл.)",2,000655ce-4079-11de-b509-001d92f78698,5
4881,Нікополь (Дніпропетровська обл.),1,db5c894f-391c-11dd-90d9-001a92567626,4
4882,Німецька Мокра,4,8a7606a0-16d6-11ec-80fb-b8830365bd04,7
4883,Німшин,4,cff58676-8e67-11ec-80fb-b8830365bd04,9
4884,Нісмичі,4,4afaaac2-f25d-11e5-899e-005056887b8d,13
5238,Обава (Закарпатська обл.),4,656745be-de40-11ea-80fb-b8830365bd04,7
5239,Обарів,4,4c97e468-cf2d-11e9-b0c5-005056b24375,17
5240,Обенижі,4,c45a2fc9-64cb-11e9-898c-005056b24375,3
5241,Обертин,2,bb73089d-6b37-11e4-acce-0050568002cf,9
5242,Обжиле,4,23ee44d9-30ae-11ec-80fb-b8830365bd04,15
5245,Облазниця,4,d99fe792-5f67-11ec-80fb-b8830365bd04,13
5246,Облапи,4,7565808e-0b0d-11ec-80fb-b8830365bd04,3
5247,Обложки,4,ea1294e9-4650-11ec-80fb-b8830365bd04,18
5248,Ободівка,4,23e97277-e68e-11e9-b48a-005056b24375,2
5249,Обознівка,4,71dc357b-53cb-11ed-a361-48df37b92096,11
5250,Оболоння,4,1e13e8b3-76fc-11e9-898c-005056b24375,25
5251,Оболоння (Івано-Франківська обл.),4,3480dab9-cf49-11e9-b0c5-005056b24375,9
5252,Оболонь (Семенівський р-н),4,1f7bc091-ade0-11e3-9fa0-0050568002cf,16
5253,Оброшине,4,02376adf-ff89-11e8-ad0d-005056b24375,13
5254,Обтове,4,7e0a2c6a-8865-11e9-898c-005056b24375,18
5259,Обуховичі,4,ee0f7365-e5dd-11e9-b48a-005056b24375,10
5255,Обухів,1,db5c8958-391c-11dd-90d9-001a92567626,10
5256,Обухів (Вінницька обл.),4,cb7f3855-afdc-11ea-a970-b8830365ade4,2
5257,Обухівка,2,5a182bb8-bfe7-11e3-9fa0-0050568002cf,4
5258,Обухівка (Миколаївська обл.),4,42d11362-c77a-11ea-a970-b8830365ade4,14
5243,Обільне,4,f06dc047-9656-11e9-898c-005056b24375,8
5244,Обіточне,4,35aec08f-34b4-11eb-80fb-b8830365bd04,8
5260,Овадне,4,aa56608f-67d4-11eb-80fb-b8830365bd04,3
5262,Овруч,1,69da41e1-3f5d-11de-b509-001d92f78698,6
5263,Овсяниківка,4,6d1b2869-a666-11eb-80fb-b8830365bd04,11
5261,Овідіополь,2,000655e6-4079-11de-b509-001d92f78698,15
5265,Оглядів,4,46f785e2-29c1-11eb-80fb-b8830365bd04,13
5266,Огульці,4,82ceb181-e5f0-11e9-b48a-005056b24375,20
5264,Огіївка,4,0742bf66-9297-11e9-898c-005056b24375,20
5268,Одая,4,eb81bea9-5f84-11ec-80fb-b8830365bd04,2
5267,Одаї,4,982e6e70-4630-11ec-80fb-b8830365bd04,2
5269,Одеса,1,db5c88d0-391c-11dd-90d9-001a92567626,15
5270,Одноробівка,4,533eb9de-7d6c-11e9-898c-005056b24375,20
5271,Одноробівка (селище),3,d2c6fa4b-446e-11eb-80fb-b8830365bd04,20
5273,Одрадове,4,ae6556fb-462a-11ec-80fb-b8830365bd04,15
5274,Одрадокам'янка,4,21420177-b777-11e9-8c22-005056b24375,21
5272,Одрадівка,4,8ec5740f-9e5f-11e9-898c-005056b24375,21
5275,Одринки,4,c5579c7a-462b-11ec-80fb-b8830365bd04,17
5276,Ожеве,4,204c603e-5a19-11ea-a970-b8830365ade4,24
5277,Оженин,4,1651b7d8-9ddb-11e2-a57a-d4ae527baec3,17
5278,Ожидів,4,974ff308-8857-11e9-898c-005056b24375,13
5279,Озаринці,4,1d4549c1-0fdf-11eb-80fb-b8830365bd04,2
5280,Озера,4,a3eb8e1d-fee9-11e9-91ff-0025b501a04b,16
5281,Озера (Бородянський р-н),4,c6e035a3-5a15-11ea-a970-b8830365ade4,10
5282,Озерна,4,08a21b2b-ebfd-11e8-ad0d-005056b24375,19
5283,Озерна (Білоцерківський р-н),4,1f14bca6-7dd3-11eb-80fb-b8830365bd04,10
5284,Озерне (Житомирська обл.),2,2b3326bc-636f-11e5-8d8d-005056887b8d,6
5285,Озерне (Одеська обл.),4,c1e9cc3a-1b1f-11ea-8c15-0025b502a06e,15
5286,Озерне (Чернігівська обл.),4,fadf58c5-30ad-11ec-80fb-b8830365bd04,25
5287,Озеро,4,c68e3145-7301-11e9-898c-005056b24375,17
5289,Озеро (Волинська обл.),4,248c25fd-de42-11ea-80fb-b8830365bd04,3
5288,Озеро (Вінницька обл.),4,bc003326-7dce-11eb-80fb-b8830365bd04,2
5290,Озерце,4,40b59a3e-1777-11eb-80fb-b8830365bd04,3
5291,Озерці,4,95a362df-1aaf-11ea-8c15-0025b502a06e,17
5292,Озерці (Волинська обл.),4,9341716d-4691-11ea-b89e-0025b501a04b,3
5293,Озеряни,4,b1eae656-dae3-11e9-b48a-005056b24375,25
5296,Озеряни (Івано-Франківська обл.),4,bced596d-735c-11ea-a970-b8830365ade4,9
5294,"Озеряни (Борщівський р-н, Тернопільська обл.)",4,d4e77e37-fedc-11e9-91ff-0025b501a04b,19
5295,"Озеряни (Бучацький р-н, Тернопільська обл.)",4,bb377b26-fedc-11e9-91ff-0025b501a04b,19
5297,Озеряни (Тлумацький р-н),4,55d46c53-a66a-11eb-80fb-b8830365bd04,9
5298,Озерянка,4,dfedf9e2-0c98-11ea-8c15-0025b502a06e,6
5299,Озерянка (Зборівський р-н),4,aecbb1e7-509a-11ed-a361-48df37b92096,19
5301,Озліїв,4,6f4265ab-3e45-11eb-80fb-b8830365bd04,17
5300,Озірна,4,d8264398-64d2-11e9-898c-005056b24375,23
5303,Окладне,4,d7ac0805-4634-11ec-80fb-b8830365bd04,2
5304,Оклі Гедь,4,98b99db0-2e64-11eb-80fb-b8830365bd04,7
5305,Окни,2,06f8796c-4079-11de-b509-001d92f78698,15
5306,Оконськ,4,369862e2-b795-11e9-8c22-005056b24375,3
5307,Округла,4,0a3b7a58-afe1-11ea-a970-b8830365ade4,7
5308,Оксамитне,4,4b73abdb-882d-11e9-898c-005056b24375,15
5302,Окіп,4,eef96791-29c5-11eb-80fb-b8830365bd04,22
5309,Олевськ,1,69da41db-3f5d-11de-b509-001d92f78698,6
5346,Олександро-Калинове,4,0fae1fbf-20b7-11ea-b89e-0025b501a04b,5
5347,Олександропіль (Петропавлівський р-н.),4,6f7c121d-cfb4-11e9-b0c5-005056b24375,4
5348,Олександропіль (Солонянський р-н.),4,c70914f7-9283-11e9-898c-005056b24375,4
5311,Олександрівка (Болградський р-н),4,692da970-e596-11eb-80fb-b8830365bd04,15
5310,"Олександрівка (Білозерський р-н., Херсонська обл.)",4,d6c74abd-f407-11e9-91ff-0025b501a04b,21
5312,"Олександрівка (Вінницька обл, Жмеринський р-н)",4,266e0aac-7dd5-11eb-80fb-b8830365bd04,2
5313,"Олександрівка (Голоприст. р-н., Херсонська обл.)",4,391e26c0-43c7-11eb-80fb-b8830365bd04,21
5314,Олександрівка (Дніпровський р-н),4,c8ddb6ff-76ec-11e9-898c-005056b24375,4
5315,Олександрівка (Долинський р-н.Кіровоградська обл.),4,322c3500-9403-11e9-898c-005056b24375,11
5316,Олександрівка (Донецька обл.),4,32fa0066-462f-11ec-80fb-b8830365bd04,5
5317,Олександрівка (Жашківський р-н.),4,7a838d33-5f8c-11ec-80fb-b8830365bd04,23
5318,Олександрівка (Житомирська обл.),4,5118e8a7-4d37-11ec-80fb-b8830365bd04,6
5319,"Олександрівка (Запорізька обл,Приазовський р-н) ",4,816d420b-34b7-11eb-80fb-b8830365bd04,8
5320,Олександрівка (Каланчацький р-н),4,e0b9df8a-baf9-11ea-a970-b8830365ade4,21
5321,"Олександрівка (Лиманський р-н., Дон. обл.)",4,345493e6-5fca-11ec-80fb-b8830365bd04,5
5322,Олександрівка (Маловисківський р-н),4,4a49b31c-c778-11ea-a970-b8830365ade4,11
5323,Олександрівка (Мелітопольський р-н),4,653d5be7-6886-11ec-80fb-b8830365bd04,8
5324,"Олександрівка (Мик. обл, Снігурівський р-н)",4,e9935aa6-58ec-11ec-80fb-b8830365bd04,14
5325,Олександрівка (Миколаївська обл.),2,fb7a2425-6983-11e4-acce-0050568002cf,14
5326,Олександрівка (Новоайдарський р-н),4,b0b5b280-1a19-11eb-80fb-b8830365bd04,12
5327,"Олександрівка (Новотроїцький р-н, Херсонська обл.)",4,c87ae04f-a7a4-11e9-b73a-005056b24375,21
5329,Олександрівка (Одеська обл.),4,04f87556-a957-11e9-b73a-005056b24375,15
5328,"Олександрівка (Одеська обл., Лиманський р-н)",4,515ffcf7-76f7-11e9-898c-005056b24375,15
5330,"Олександрівка (Олександр.р-н,Донец.обл.)",2,eef079f8-2535-11e0-ac94-0024e83b596e,5
5331,"Олександрівка (Олександрійський р-н, Кіров. обл.)",4,04f87541-a957-11e9-b73a-005056b24375,11
5332,Олександрівка (Пирятинський р-н),4,ac68e821-5f6e-11ec-80fb-b8830365bd04,16
5333,Олександрівка (Покровський р-н. Дніпропетровська),4,4b20f82a-82cc-11e9-898c-005056b24375,4
5334,"Олександрівка (Рокитнівський р-н., Рівн. обл.)",4,2a79ef7d-ede0-11eb-80fb-b8830365bd04,17
5335,"Олександрівка (Скадовський р-н., Херсонська обл.)",4,be7d4848-f408-11e9-91ff-0025b501a04b,21
5336,Олександрівка (Слов'янський р-н),4,8476b66f-c775-11ea-a970-b8830365ade4,5
5338,Олександрівка (Харківська обл.),4,c3758a58-9e4e-11e9-898c-005056b24375,20
5339,Олександрівка (Хустський р-н.),4,aa262a88-000a-11eb-80fb-b8830365bd04,7
5340,Олександрівка (Чернігівська обл.),4,4b193cfb-6f99-11ed-a361-48df37b92096,25
5341,Олександрівка (Широківський р-н),4,0bc77c5d-7d5f-11e9-898c-005056b24375,4
5342,"Олександрівка (Якимівський р-н., Запорізька обл.)",4,d953ff67-f426-11e9-91ff-0025b501a04b,8
5337,Олександрівка (смт.Кіровог.обл.райц),2,f7062320-4078-11de-b509-001d92f78698,11
5343,Олександрійське,4,e52d9a4b-76f5-11e9-898c-005056b24375,11
5345,Олександрія (Рівненська обл.),4,5ac4a58b-c1dd-11e6-8b12-005056887b8d,17
5344,Олександрія (м.Кіровогр.обл.райц),1,db5c895b-391c-11dd-90d9-001a92567626,11
5349,Олексинці,4,35eab3f9-30ab-11ec-80fb-b8830365bd04,19
5350,Олексичі,4,d8ce59de-5f87-11ec-80fb-b8830365bd04,13
5351,Олексієво-Дружківка,2,2b297a2f-8ea5-11e5-a023-005056887b8d,5
5352,Олексіївка,4,23db4b89-7302-11e9-898c-005056b24375,24
5353,"Олексіївка (Бобринецький р-н., Кіров. обл.)",4,f8c96e0b-29c2-11eb-80fb-b8830365bd04,11
5354,Олексіївка (Верхньорогачицький р-н),4,3e3a454d-4633-11ec-80fb-b8830365bd04,21
5355,"Олексіївка (Генічеський р-н, Херсонська обл.)",4,a3a04795-b7a7-11e9-8c22-005056b24375,21
5356,"Олексіївка (Дніпроп. обл., Нікопольский р-н.)",4,7330cca1-e68a-11e9-b48a-005056b24375,4
5357,Олексіївка (Жмеринський р-н),4,6bd0c99a-4e49-11ed-a361-48df37b92096,2
5358,Олексіївка (Запорізька обл.),4,23a816de-cf15-11e9-b0c5-005056b24375,8
5359,Олексіївка (Каланчацький р-н),4,5d863f42-c76c-11ea-a970-b8830365ade4,21
5360,"Олексіївка (Камінь-Каширський р-н., Вол. обл.)",4,35ff37c9-30ac-11ec-80fb-b8830365bd04,3
5362,"Олексіївка (Кодимський р-н., Одеська обл.)",4,eb9aa87d-8744-11eb-80fb-b8830365bd04,15
5361,Олексіївка (Кіровоградський р-н),4,dac8e377-1f9e-11ec-80fb-b8830365bd04,11
5363,Олексіївка (Одеська обл.),4,946bef96-f920-11ea-80fb-b8830365bd04,15
5364,Олексіївка (Полтавська обл.),4,e9eafc3c-e68b-11e9-b48a-005056b24375,16
5365,"Олексіївка (Сарненський р-н., Рівненська обл.)",4,91ec109b-0fe6-11eb-80fb-b8830365bd04,17
5366,"Олексіївка (Старосинявський р-н., Хмельн. обл.)",4,84611f6c-960b-11eb-80fb-b8830365bd04,22
5367,"Олексіївка (Харківська обл, Краснокутський р-н)",4,cdda479e-8745-11eb-80fb-b8830365bd04,20
5368,Олексіївка (Харківська обл.),4,22f322d2-b2d4-11e9-8c22-005056b24375,20
5369,Олексіївка (Херсонська обл.),4,dfc6c74c-b78a-11e9-8c22-005056b24375,21
5370,Оленине,4,5af7863b-1a1d-11eb-80fb-b8830365bd04,3
5371,Оленинське,4,3cf3370e-7d71-11e9-898c-005056b24375,18
5380,Олено-Косогорівка,4,04789a1c-6f93-11ed-a361-48df37b92096,11
5381,Оленьово,4,dab28809-16d7-11ec-80fb-b8830365bd04,7
5372,Оленівка (Гусятинський р-н),4,5dbc3f82-4d35-11ec-80fb-b8830365bd04,19
5373,Оленівка (Дніпропетровська обл.),4,8d0db240-cf3c-11e9-b0c5-005056b24375,4
5374,Оленівка (Запорізька обл.),4,01bb10a8-afde-11ea-a970-b8830365ade4,8
5375,Оленівка (Одеська обл.),4,199ba741-885c-11e9-898c-005056b24375,15
5376,Оленівка (Оріхівський р-н),4,6447697a-8744-11eb-80fb-b8830365bd04,8
5377,Оленівка (Рожищенський р-н),4,cbe95201-4d3f-11ec-80fb-b8830365bd04,3
5378,Оленівка (Чернігівська обл.),4,d537e42d-d43a-11eb-80fb-b8830365bd04,25
5379,Оленівське,4,897863e2-6f96-11ed-a361-48df37b92096,20
5382,Олесине,4,51751a03-4d3e-11ec-80fb-b8830365bd04,19
5383,Олеськ,4,e5f62927-9e53-11e9-898c-005056b24375,3
5384,Олесько,4,e3f23924-5a94-11e9-a703-005056b24375,13
5385,Олефірівка,4,3b687ae0-b78c-11e9-8c22-005056b24375,4
5386,Олеша,4,2d3c37c1-76f4-11e9-898c-005056b24375,9
5387,Олешин,4,68d655d6-f40f-11e9-91ff-0025b501a04b,22
5389,Олешки(Херсонська обл),1,e221d63e-391c-11dd-90d9-001a92567626,21
5390,Олешків,4,0bcff1ba-64f2-11ed-a361-48df37b92096,9
5391,Олешник,4,bc2447be-884a-11e9-898c-005056b24375,7
5392,Олешня,4,3cf33723-7d71-11e9-898c-005056b24375,18
